country,iso3,original_bloc,population_2024,gdp_2022_ppp_2011_intl_usd,co2_2024_mt,cumulative_co2_through_2024_mt,loan_eligible,member_74_country_ldc_aosis_coalition,member_20_country_selected_coalition,co2_per_capita_2024_t,cumulative_co2_per_capita_t,gdp_per_capita_2022_ppp_2011_intl_usd,cpi_country,cpi_match_found,alias_applied,cpi_needs_quantified,cpi_data_coverage,cpi_thematic_coverage,ndc_publication_year,ndc_source_url,adaptation_need_2024_2035_usd_bn,conditional_need_all_objectives_usd_bn,unconditional_need_all_objectives_usd_bn,unspecified_need_all_objectives_usd_bn,classified_total_need_all_objectives_usd_bn,conditional_share_all_objectives,external_support_gap_proxy_2024_2035_usd_bn
Equatorial Guinea,GNQ,Rest of World,1892523,20191378731,7.0,163.4,False,False,False,3.6987661444537268,86.33976971481985,10669.026865723692,Equatorial Guinea,True,False,Yes,Fully costed,Both mitigation and adaptation,2022.0,https://unfccc.int/sites/default/files/NDC/2022-10/CND-GuineaEcuatorial-Version2022-Actualizada.pdf,0.143679049891619,0.8402383021874823,0.0,0.0,0.8402383021874823,1.0,0.143679049891619
Eswatini,SWZ,Rest of World,1242829,9594910875,1.0,44.6,False,False,False,0.8046159206133748,35.88587005935651,7720.218046891407,Eswatini,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-09/Eswatini%20NDC%203.0%20Report_for%20Submission%20-FINAL%20f.pdf,1.4200109866517912,0.0,0.0,2.2855037334938495,2.2855037334938495,0.0,0.0
Faroe Islands,FRO,Rest of World,55419,,0.7,33.7,False,False,False,12.631047113805735,608.0946967646476,,Faroe Islands,False,False,,,,,,,,,,,,
French Polynesia,PYF,Rest of World,281816,,0.9,35.0,False,False,False,3.193573111533767,124.19450989297982,,French Polynesia,False,False,,,,,,,,,,,,
Gabon,GAB,Rest of World,2538953,36035291983,5.4,307.1,False,False,True,2.1268609541019465,120.95537018605701,14192.973238575114,Gabon,True,False,Yes,Partially costed,Mitigation only,2022.0,https://unfccc.int/sites/default/files/NDC/2022-07/20220706_Gabon_Updated%20NDC.pdf ,,0.0,0.0,1.002130289670841,1.002130289670841,0.0,
Georgia,GEO,Rest of World,3807668,70528605169,11.8,662.4,False,False,False,3.0990096825668623,173.96474692646524,18522.782230225956,Georgia,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20Georgia_ENG%20WEB-approved.pdf,,0.0,0.0,0.0,0.0,,
Ghana,GHA,Rest of World,34427417,145431875240,21.0,426.5,False,False,False,0.6099789595019575,12.388382201313563,4224.3039970149375,Ghana,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Ghana%27s%20Updated%20Nationally%20Determined%20Contribution%20to%20the%20UNFCCC_2021.pdf,2.3805268626852354,0.0,0.0,6.614940809938706,6.614940809938706,0.0,0.0
Greenland,GRL,Rest of World,55864,,0.6,35.2,False,False,False,10.740369468709723,630.1016754976371,,Greenland,False,False,,,,,,,,,,,,
Guatemala,GTM,Rest of World,18406366,146224632616,19.9,515.8,False,False,False,1.0811476855344504,28.02291337681756,7944.242367885111,Guatemala,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/2022-06/NDC%20-%20Guatemala%202021.pdf,,0.0,0.0,14.38906012991406,14.38906012991406,0.0,
Honduras,HND,Rest of World,10825704,49738252980,12.9,310.2,False,False,False,1.1916084164133807,28.654025641196174,4594.458982067124,Honduras,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-09/Honduras%20Segunda%20Actualizacio%CC%81n%20de%20su%20NDC%20%282021-2030%29serna_rev_final.pdf,,0.0,0.0,0.0,0.0,,
Hong Kong,HKG,Rest of World,7414914,356690492875,33.3,1750.3,False,False,False,4.490948917276721,236.0512879852686,48104.46795134778,Hong Kong,False,False,,,,,,,,,,,,
Iceland,ISL,Rest of World,393404,16019540441,3.8,171.7,False,False,False,9.659281552805767,436.44701121493426,40720.32933320454,Iceland,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-09/Icelands%20NDC%202030%20-%20Revision.pdf,,0.0,0.0,0.0,0.0,,
Indonesia,IDN,Rest of World,283487933,3500093638879,812.2,17419.9,False,False,False,2.865024946229369,61.44847089487932,12346.534830740044,Indonesia,True,False,Yes,Fully costed,Both mitigation and adaptation,2022.0,https://unfccc.int/sites/default/files/NDC/2022-09/ENDC%20Indonesia.pdf,,172.56536772449974,170.14339765117342,0.0,342.7087653756731,0.5035335689045937,
Iran,IRN,Rest of World,91567737,1572209055082,792.6,21810.6,False,False,False,8.655887171264263,238.19088157655355,17169.901829964412,Iran,False,False,,,,,,,,,,,,
Iraq,IRQ,Rest of World,46042015,527639326800,233.6,5350.7,False,False,False,5.073626773285227,116.21341941702595,11459.952975559389,Iraq,True,False,Yes,Partially costed,Both mitigation and adaptation,2021.0,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Funfccc.int%2Fsites%2Fdefault%2Ffiles%2FNDC%2F2022-06%2FIraq%2520NDC%2520Document.docx&wdOrigin=BROWSELINK,,78.71402738310512,0.0,0.0,78.71402738310512,1.0,
Israel,ISR,Rest of World,9387015,336722563455,52.6,2607.6,False,False,False,5.6034852399831045,277.7879869159685,35871.101032117236,Israel,True,False,No,No needs quantified,,2021.0,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Funfccc.int%2Fsites%2Fdefault%2Ffiles%2FNDC%2F2022-06%2FNDC%2520update%2520as%2520submitted%2520to%2520the%2520UNFCCC.docx&wdOrigin=BROWSELINK,,0.0,0.0,0.0,0.0,,
Japan,JPN,Rest of World,123753041,4774494846664,961.9,69612.3,False,False,False,7.772738287699936,562.5098133952118,38580.828463552665,Japan,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-02/Japans%202035-2040%20NDC.pdf,,0.0,0.0,0.0,0.0,,
Jordan,JOR,Rest of World,11552885,99281825499,23.2,793.4,False,False,False,2.0081564042228415,68.6754866857932,8593.682487015149,Jordan,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-09/Jordan%20NDC%203.0%20Vision_final.pdf,,0.0,0.0,0.0,0.0,,
Kazakhstan,KAZ,Rest of World,20592574,503634062609,287.0,14937.4,False,False,True,13.937062943175535,725.3779930571088,24457.071884699795,Kazakhstan,True,False,Yes,Fully costed,Both mitigation and adaptation,2023.0,https://unfccc.int/sites/default/files/NDC/2023-06/12updated%20NDC%20KAZ_Gov%20Decree313_19042023_en_cover%20page.pdf,,121.469192963273,0.0,0.0,121.469192963273,1.0,
Kenya,KEN,Rest of World,56432946,190362153076,21.2,551.3,False,False,False,0.37566707929796894,9.769116076272184,3373.2450025912167,Kenya,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-05/KENYAS%20SECOND%20NATIONALLY%20DETERMINED%20CONTRIBUTION%202031_2035.pdf,16.82063115609772,31.056396959393982,7.260430623309976,15.01502668171435,53.33185426441831,0.5823235923022095,9.795050359609291
Kuwait,KWT,Rest of World,4934508,218961227193,129.5,3875.9,False,False,False,26.243751150064,785.4683790156993,44373.466856878134,Kuwait,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Kuwait%20updating%20the%20first%20NDC-arabic.pdf,,0.0,0.0,0.0,0.0,,
Kyrgyzstan,KGZ,Rest of World,7186014,31703003147,11.8,883.2,False,False,False,1.6420786266211003,122.90541042641999,4411.764734524591,Kyrgyzstan,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/%D0%9E%D0%9D%D0%A3%D0%92%20%D0%A0%D0%A3%D0%A1%20%D0%BE%D1%82%2008102021.pdf,2.2298660675277704,5.000665951196072,2.9300178954172043,0.0,7.930683846613276,0.6305466272409231,1.4060345280786162
Lebanon,LBN,Rest of World,5805962,48741710654,15.7,794.7,False,False,False,2.7041169060355545,136.8765417341691,8395.113618380554,Lebanon,True,False,Yes,Partially costed,Adaptation only,2025.0,https://unfccc.int/sites/default/files/2025-09/LBN%20NDC%203.0%2030.09.2025%20Final.pdf,,0.0,0.14254772166184507,0.31122919229502843,0.4537769139568735,0.0,
Libya,LBY,Rest of World,7381029,91444480945,65.3,2489.9,False,False,False,8.847004936574562,337.3377885386983,12389.123649968047,Libya,False,False,,,,,,,,,,,,
Liechtenstein,LIE,Rest of World,39895,,0.1,10.0,False,False,False,2.5065797719012406,250.6579771901241,,Liechtenstein,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-09/Liechtensteins%20Second%20NDC%202035_September%202025.pdf,,0.0,0.0,0.0,0.0,,
Macao,MAC,Rest of World,720270,,1.1,57.5,False,False,False,1.527205075874325,79.83117442070335,,Macao,False,False,,,,,,,,,,,,
Malaysia,MYS,Rest of World,35557670,877584198429,290.2,7042.4,True,False,True,8.16138965235911,198.05572187378982,24680.587857106497,Malaysia,True,False,Yes,Fully costed,Adaptation only,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Malaysia%20NDC%20Updated%20Submission%20to%20UNFCCC%20July%202021%20final.pdf,,0.0,0.0,0.0,0.0,,
Mexico,MEX,Rest of World,130861001,2033437602787,461.0,22015.9,False,False,True,3.5228218986342617,168.2388170024773,15538.912183523646,Mexico,True,False,Yes,Fully costed,Mitigation only,2022.0,https://unfccc.int/sites/default/files/NDC/2022-11/Mexico_NDC_UNFCCC_update2022_FINAL.pdf,,0.0,0.0,122.57345835384825,122.57345835384825,0.0,
Moldova,MDA,Rest of World,3034967,23827554273,5.3,1358.4,False,False,False,1.7463122333784848,447.58312034364786,7851.009343099941,Moldova,False,False,,,,,,,,,,,,
Monaco,MCO,Rest of World,38657,,,,False,False,False,,,,Monaco,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-07/NDC_2025_Monaco.pdf ,,0.0,0.00313205854035406,0.0,0.00313205854035406,0.0,
Mongolia,MNG,Rest of World,3475541,44809463232,44.7,861.5,False,False,False,12.861307059821765,247.8750790164754,12892.80236717104,Mongolia,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-09/Mongolia%20NDC3_0%20under%20UNFCCC_PA%20FINAL.pdf,4.979667076720455,4.034100523030216,10.101881875102753,0.0,14.13598239813297,0.2853781512605042,1.4210881842472827
Montenegro,MNE,Rest of World,638481,12774399882,2.4,122.1,False,False,True,3.758921565402886,191.23513463987183,20007.486333970784,Montenegro,True,False,Yes,Fully costed,Mitigation only,2025.0,https://unfccc.int/sites/default/files/2025-02/001_eng_NDC_Montenegro.pdf,,0.0,1.6357297188229278,0.0,1.6357297188229278,0.0,
Montserrat,MSR,Rest of World,4414,,0.0,1.7,False,False,False,0.0,385.13819664703215,,Montserrat,False,False,,,,,,,,,,,,
Morocco,MAR,Rest of World,38081176,311654947615,69.1,2015.7,False,False,False,1.814544802923103,52.931663665008664,8183.963321274532,Morocco,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-10/MOROCCO%20NDC%203.0%20_30.9.25.pdf ,33.7467476262252,32.912938486317856,54.761988039944384,0.0,87.67492652626224,0.3753973888584792,12.66844094135102
Namibia,NAM,Rest of World,3030127,21858730428,3.5,87.2,False,False,False,1.155067097847714,28.777671694948758,7213.80009088728,Namibia,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf,5.840731189171439,0.0,0.0,14.633396867598158,14.633396867598158,0.0,0.0
New Caledonia,NCL,Rest of World,292655,,5.3,171.8,False,False,False,18.11006133501905,587.0393466709949,,New Caledonia,False,False,,,,,,,,,,,,
New Zealand,NZL,Rest of World,5213942,200602760076,32.5,2012.3,False,False,False,6.23328759698516,385.9459886588688,38474.29834777602,New Zealand,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/New%20Zealand%20NDC%20November%202021.pdf,,0.0,0.0,0.0,0.0,,
Nicaragua,NIC,Rest of World,6916136,32764782125,5.6,197.7,False,False,False,0.8097006767940943,28.585325678962935,4737.440403861347,Nicaragua,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-09/NDC%20NICARAGUA%202025%20-12.09.2025.pdf,,0.0,0.0,0.0,0.0,,
Nigeria,NGA,Rest of World,232679482,1134448580250,135.8,4710.8,False,False,False,0.5836354750007566,20.245876256506364,4875.584948439931,Nigeria,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-09/Nigeria%20NDC%203.0%20-%20Transimission%20Version%202.pdf,134.47001743434055,256.2057717335562,64.05144293338905,0.0,320.2572146669453,0.7999999999999999,107.57601394747243
Niue,NIU,Rest of World,1841,,0.0,0.3,False,False,False,0.0,162.95491580662684,,Niue,True,False,Yes,Partially costed,Mitigation only,2016.0,https://unfccc.int/sites/default/files/NDC/2022-06/Niue%20INDC%20Final.pdf,0.2393186183073497,0.2839835710947278,0.0,0.0,0.2839835710947278,1.0,0.2393186183073497
North Korea,PRK,Rest of World,26498832,40488847458,62.6,5492.7,False,False,False,2.362368273439373,207.2808341137451,1527.948381196575,North Korea,False,False,,,,,,,,,,,,
North Macedonia,MKD,Rest of World,1823011,28770256385,6.6,538.0,False,False,False,3.6203840788673243,295.1161567319122,15781.723963815906,North Macedonia,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Macedonian%20enhanced%20NDC%20%28002%29.pdf,,0.0,0.0,0.0,0.0,,
Norway,NOR,Rest of World,5576656,482328451592,37.2,2787.3,False,False,False,6.6706642833985095,499.8156601375448,86490.62298122745,Norway,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-06/Norways%20NDC%20for%202035..pdf,,0.0,0.0,0.0,0.0,,
Oman,OMN,Rest of World,5281542,177355008173,82.7,1673.4,False,False,False,15.658305850829171,316.8392867083136,33580.15673699082,Oman,True,False,Yes,Partially costed,Both mitigation and adaptation,2023.0,https://unfccc.int/sites/default/files/NDC/2023-11/Oman%201st%20Update%20of%20the%202nd%20NDC%20-%20Optimized%20Size%20%281%29.pdf,4.0,0.0,4.0,89.03225806451614,93.03225806451614,0.0,0.0
Pakistan,PAK,Rest of World,251269160,1318834969356,179.8,5739.8,False,False,False,0.7155673223088739,22.843233128968155,5248.6941467707375,Pakistan,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-09/Pakistan_NDC3.0_24%20Sep.pdf,223.5148275657731,0.0,0.0,537.4999424795972,537.4999424795972,0.0,0.0
Palestine,PSE,Rest of World,5495447,24076501614,4.8,78.0,False,False,False,0.8734503307920175,14.193567875370285,4381.172562304759,Palestine,False,False,,,,,,,,,,,,
Panama,PAN,Rest of World,4515576,94762119668,12.7,360.5,False,False,False,2.81248726629781,79.83477633861106,20985.6106215464,Panama,True,False,No,,,2025.0,https://unfccc.int/sites/default/files/2025-10/Declaratoria%20-%20CDN%203.0%20Panam%C3%A1.pdf,,0.0,0.0,0.0,0.0,,
Paraguay,PRY,Rest of World,6929152,65127634644,7.9,208.5,False,False,False,1.1401106513466583,30.090262127313704,9399.077209447853,Paraguay,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Actualizaci%C3%B3n-NDC%20VF%20PAG.%20WEB_MADES%20Mayo%202022.pdf,,0.0,0.0,0.0,0.0,,
Peru,PER,Rest of World,34217850,341677633395,70.2,2161.8,False,False,False,2.051560808174681,63.17755206712286,9985.362417422486,Peru,True,False,No,No needs quantified,,2020.0,https://unfccc.int/sites/default/files/NDC/2022-06/Reporte%20de%20Actualizacio%CC%81n%20de%20las%20NDC%20del%20Peru%CC%81.pdf,,0.0,0.0,0.0,0.0,,
Philippines,PHL,Rest of World,115843663,1014811024029,174.9,3983.6,False,False,False,1.5097934187388393,34.38772477351653,8760.177274686142,Philippines,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Philippines%20-%20NDC.pdf,,0.0,0.0,0.0,0.0,,
Qatar,QAT,Rest of World,3048429,381778107010,125.8,2590.9,False,False,False,41.26715760806632,849.9131847912482,125237.65749833766,Qatar,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Qatar%20NDC%20-%20Arabic.pdf,,0.0,0.0,0.0,0.0,,
Russia,RUS,Rest of World,144820421,3731440829579,1780.5,122808.2,False,False,False,12.294536831929248,848.0033351097633,25765.985237530833,Russia,False,False,,,,,,,,,,,,
Saint Helena,SHN,Rest of World,5262,,0.0,0.4,False,False,False,0.0,76.01672367920942,,Saint Helena,False,False,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,Rest of World,5652,,0.1,3.9,False,False,False,17.692852087756545,690.0212314225053,,Saint Pierre and Miquelon,False,False,,,,,,,,,,,,
San Marino,SMR,Rest of World,33606,,,,False,False,False,,,,San Marino,True,False,No,No needs quantified,,2018.0,https://unfccc.int/sites/default/files/NDC/2022-06/SAN%20MARINO%20INDC%20EN.pdf,,0.0,0.0,0.0,0.0,,
Saudi Arabia,SAU,Rest of World,33962751,1823886192336,692.1,19020.3,False,False,False,20.378207878390064,560.0341385772902,53702.545837232086,Saudi Arabia,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/resource/202203111154---KSA%20NDC%202021.pdf,,0.0,0.0,0.0,0.0,,
Serbia,SRB,Rest of World,6736217,116834638171,42.0,2924.9,True,False,True,6.23495353549329,434.2051332372458,17344.250960294183,Serbia,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-09/NDC3%20of%20the%20Republic%20of%20Serbia.pdf,,0.0,0.0,0.0,0.0,,
Singapore,SGP,Rest of World,5832387,461801118473,53.9,2247.7,False,False,False,9.241499235218788,385.38252005568216,79178.751079618,Singapore,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-02/Singapore%20Second%20Nationally%20Determined%20Contribution.pdf ,,0.0,0.0,0.0,0.0,,
Sint Maarten (Dutch part),SXM,Rest of World,43372,,0.7,62.2,False,False,False,16.139444803098772,1434.1049525039195,,Sint Maarten (Dutch part),False,False,,,,,,,,,,,,
South Africa,ZAF,Rest of World,64007187,723559323969,439.8,22827.0,True,False,True,6.871103396560764,356.6318263603742,11304.344994398833,South Africa,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Africa%20updated%20first%20NDC%20September%202021.pdf,114.1518696512529,0.0,0.0,165.8776850992946,165.8776850992946,0.0,0.0
South Korea,KOR,Rest of World,51717587,2137558645699,583.7,20707.5,False,False,False,11.286296091115002,400.39571065061483,41331.36848977506,South Korea,False,False,,,,,,,,,,,,
Sri Lanka,LKA,Rest of World,23103561,254748598293,20.8,567.9,False,False,False,0.9002941148336397,24.580626337212692,11026.378067562831,Sri Lanka,True,False,Yes,Fully costed,Adaptation only,2025.0,https://unfccc.int/sites/default/files/2025-09/Sri%20Lankas%20Nationally%20Determined%20Contributions%203.0%20%282026-2035%29%20submitted%2022.09.2025%20%281%29.pdf,56.47813833638027,0.0,0.0,56.47813833638027,56.47813833638027,0.0,0.0
Switzerland,CHE,Rest of World,8921979,559384947989,32.1,3158.1,False,False,False,3.5978564845310665,353.9685533893321,62697.40693057,Switzerland,True,False,No,No needs quantified,,2024.0,https://unfccc.int/sites/default/files/2024-11/Switzerlands%20First%20NDC_2021_2030_Update%202024_including%20ICTUs.pdf,,0.0,0.0,0.0,0.0,,
Syria,SYR,Rest of World,24672758,52353139385,31.8,2055.8,False,False,False,1.2888709077436742,83.32266704841024,2121.9005749174858,Syria,False,False,,,,,,,,,,,,
Taiwan,TWN,Rest of World,23213964,1247874288934,262.3,10091.9,False,False,False,11.299233513069979,434.73402474476137,53755.329720249414,Taiwan,False,False,,,,,,,,,,,,
Tajikistan,TJK,Rest of World,10590930,50544013546,10.7,517.8,False,False,False,1.0102984346039487,48.8908906016752,4772.386706927531,Tajikistan,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_TAJIKISTAN_RUSS.pdf,,0.0,0.0,7.871402738310513,7.871402738310513,0.0,
Thailand,THA,Rest of World,71668010,1124143758569,267.8,8308.3,False,False,True,3.7366741451311403,115.92759447346171,15685.43285308187,Thailand,True,False,No,No needs quantified,,2022.0,https://unfccc.int/sites/default/files/NDC/2022-11/Thailand%202nd%20Updated%20NDC.pdf,,0.0,0.0,0.0,0.0,,
Tunisia,TUN,Rest of World,12277103,129457959410,32.7,1066.2,False,False,False,2.663494800035481,86.84459192042291,10544.666719013436,Tunisia,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-09/Republic%20Of%20Tunisia-Draft%20preleminary%20elements%20of%20the%20NDC%203.pdf,28.858882493124945,9.660529748102775,3.2135716238236722,51.81134523335863,64.68544660528508,0.14934626341921967,4.309966266802545
Turkey,TUR,Rest of World,87473800,2385996374127,513.0,12887.6,False,False,False,5.864613175602295,147.33097224540376,27276.69741256239,Turkey,False,False,,,,,,,,,,,,
Turkmenistan,TKM,Rest of World,7494494,97502944727,81.0,2741.6,False,False,False,10.807934464955206,365.815223816311,13009.943663574886,Turkmenistan,True,False,Yes,Fully costed,Adaptation only,2023.0,https://unfccc.int/sites/default/files/NDC/2023-01/NDC_Turkmenistan_12-05-2022_approv.%20by%20Decree_Eng.pdf,0.35,0.35,0.0,0.0,0.35,1.0,0.35
Turks and Caicos Islands,TCA,Rest of World,46563,,0.4,7.6,False,False,False,8.590511779739279,163.21972381504628,,Turks and Caicos Islands,False,False,,,,,,,,,,,,
Ukraine,UKR,Rest of World,37860221,309166674673,142.5,31236.5,False,False,False,3.763844907297292,825.0480101529254,8166.002905080771,Ukraine,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20NDC_July%2031.pdf,,0.0,0.0,94.96501062051148,94.96501062051148,0.0,
United Arab Emirates,ARE,Rest of World,11027135,779701520404,222.0,5824.2,False,False,False,20.13215581381746,528.1698283370976,70707.53377046713,United Arab Emirates,True,False,Yes,Partially costed,Mitigation only,2024.0,https://unfccc.int/sites/default/files/2024-11/UAE-NDC3.0.pdf,,0.0,21.857317321482906,0.0,21.857317321482906,0.0,
United Kingdom,GBR,Rest of World,69138185,2615230634906,312.9,80079.4,False,False,False,4.525719036448527,1158.2514062236376,37826.13956247188,United Kingdom,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-01/UK%27s%202035%20NDC%20ICTU.pdf,,0.0,0.0,0.0,0.0,,
Uruguay,URY,Rest of World,3386583,69066228178,8.0,476.8,False,False,False,2.3622630834679086,140.79087977468734,20394.075142407553,Uruguay,True,False,No,No needs quantified,,2024.0,https://unfccc.int/sites/default/files/2025-01/20241220_Uruguay_NDC3.pdf,,0.0,0.0,0.0,0.0,,
Uzbekistan,UZB,Rest of World,36361859,393572464308,139.2,6750.7,False,False,False,3.8281871122155775,185.65332427035702,10823.771807376515,Uzbekistan,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Uzbekistan_Updated%20NDC_2021_EN.pdf ,,0.0,0.0,0.0,0.0,,
Vatican,VAT,Rest of World,507,,,,False,False,False,,,,Vatican,False,False,,,,,,,,,,,,
Venezuela,VEN,Rest of World,28405544,149682062815,116.0,7886.5,False,False,False,4.083709856075983,277.63946362020033,5269.466510305171,Venezuela,False,False,,,,,,,,,,,,
Vietnam,VNM,Rest of World,100987685,833803909046,370.9,5668.9,False,False,False,3.6727250456330394,56.13456729897314,8256.490967646203,Vietnam,False,False,,,,,,,,,,,,
Wallis and Futuna,WLF,Rest of World,11303,,0.0,0.9,False,False,False,0.0,79.6248783508803,,Wallis and Futuna,False,False,,,,,,,,,,,,
Zimbabwe,ZWE,Rest of World,16634366,25901585881,13.7,832.9,False,False,False,0.8235961623063963,50.07103967773704,1557.1128999446087,Zimbabwe,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-02/Zimbabwe%20NDC3.0%20Country%20Statement_2025_35.pdf,9.79778006889082,0.0,0.0,19.59556013778164,19.59556013778164,0.0,0.0
United States,USA,United States,345426566,19493170182843,4904.1,434866.6,False,False,False,14.197228825764373,1258.9263328403063,56432.16851723848,United States,False,False,,,,,,,,,,,,
