country,iso3,original_bloc,population_2024,gdp_2022_ppp_2011_intl_usd,co2_2024_mt,cumulative_co2_through_2024_mt,loan_eligible,member_74_country_ldc_aosis_coalition,member_20_country_selected_coalition,co2_per_capita_2024_t,cumulative_co2_per_capita_t,gdp_per_capita_2022_ppp_2011_intl_usd,cpi_country,cpi_match_found,alias_applied,cpi_needs_quantified,cpi_data_coverage,cpi_thematic_coverage,ndc_publication_year,ndc_source_url,adaptation_need_2024_2035_usd_bn,conditional_need_all_objectives_usd_bn,unconditional_need_all_objectives_usd_bn,unspecified_need_all_objectives_usd_bn,classified_total_need_all_objectives_usd_bn,conditional_share_all_objectives,external_support_gap_proxy_2024_2035_usd_bn
South Sudan,SSD,Global South & Climate-Vulnerable Coalition,11943410,,1.7,45.5,False,True,False,0.14233790852026348,3.8096322574541106,,South Sudan,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Sudan%27s%20Second%20Nationally%20Determined%20Contribution.pdf,0.538547063713863,59.19360406526856,4.520463585091942,7.844139061553275,71.55820671191378,0.82720916,0.44549106419521106
Sudan,SDN,Global South & Climate-Vulnerable Coalition,50448960,,17.8,517.0,False,True,False,0.3528318522324345,10.247981326076891,,Sudan,True,False,Yes,Fully costed,Both mitigation and adaptation,2022.0,https://unfccc.int/sites/default/files/NDC/2022-10/Sudan%20Updated%20First%20NDC-12102021.pdf,2.75499095840868,5.890671576524742,0.0,0.0,5.890671576524742,1.0,2.75499095840868
Suriname,SUR,Global South & Climate-Vulnerable Coalition,634438,,3.0,128.8,False,True,False,4.728594441064375,203.01432133636385,,Suriname,True,False,Yes,Partially costed,Both mitigation and adaptation,2020.0,https://unfccc.int/sites/default/files/NDC/2022-06/Suriname%20Second%20NDC.pdf,,0.0,0.0,0.4693918112468407,0.4693918112468407,0.0,
Tanzania,TZA,Global South & Climate-Vulnerable Coalition,68560162,198220407805,20.0,344.9,False,True,False,0.291714596590364,5.030618218200826,2891.18931494065,United Republic of Tanzania,True,True,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/TANZANIA_NDC_SUBMISSION_30%20JULY%202021.pdf,,13.762195963786663,0.0,0.0,13.762195963786663,1.0,
Togo,TGO,Global South & Climate-Vulnerable Coalition,8406554,14265660408,2.8,76.6,False,True,False,0.33307345673387695,9.111938137791062,1696.9688659586318,Togo,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9es_Togo_Document%20int%C3%A9rimaire_rv_11%2010%2021.pdf,1.5957122305723208,3.2856754675564934,0.8625041449077193,0.0005467004057866184,4.148726312869999,0.791972094510986,1.2637595574831584
Tonga,TON,Global South & Climate-Vulnerable Coalition,104192,,0.2,4.9,False,True,False,1.9195331695331694,47.02856265356265,,Tonga,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-09/Tongas%20Third%20Nationally%20Determined%20Contribution.pdf,0.11831460897933144,0.35731962229902503,0.07032354268651023,0.0,0.42764316498553523,0.8355555555555556,0.0988584288360636
Trinidad and Tobago,TTO,Global South & Climate-Vulnerable Coalition,1507778,37513383973,34.6,1711.0,False,True,False,22.94767532090268,1134.7824414469503,24879.912011582608,Trinidad and Tobago,True,False,Yes,Fully costed,Mitigation only,2018.0,https://unfccc.int/sites/default/files/NDC/2022-06/Trinidad%20and%20Tobago%20Final%20INDC.pdf,,0.0,0.0,1.3067760571573688,1.3067760571573688,0.0,
Tuvalu,TUV,Global South & Climate-Vulnerable Coalition,9669,,0.0,0.3,False,True,False,0.0,31.026993484331367,,Tuvalu,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-09/Tuvalu%20NDC%203.0%20-%20Secretariat%20Submission%20FINAL.pdf ,,0.0,0.0,0.0,0.0,,
Uganda,UGA,Global South & Climate-Vulnerable Coalition,50015091,101995416951,6.3,131.4,False,True,False,0.12596198215454613,2.6272070563662475,2039.2928396551354,Uganda,True,False,Yes,Fully costed,Both mitigation and adaptation,2022.0,https://unfccc.int/sites/default/files/NDC/2022-09/Updated%20NDC%20_Uganda_2022%20Final.pdf,11.727298447908723,15.835165700848504,2.7164928608150154,0.0,18.55165856166352,0.8535714285714286,10.010086889464947
Vanuatu,VUT,Global South & Climate-Vulnerable Coalition,327786,,0.2,5.5,False,True,False,0.6101541859627928,16.7792401139768,,Vanuatu,True,False,Yes,Fully costed,Both mitigation and adaptation,2025.0,https://unfccc.int/sites/default/files/2025-09/Vanuatu%20NDC%203.0.pdf,1.2030990170693034,1.5732212256264448,0.14506141293722077,0.0,1.7182826385636656,0.9155776764069039,1.101530602535743
Yemen,YEM,Global South & Climate-Vulnerable Coalition,40583173,60852995288,10.1,708.0,False,True,False,0.24887161977206662,17.44565413847754,1499.4637133966828,Yemen,False,False,,,,,,,,,,,,
Zambia,ZMB,Global South & Climate-Vulnerable Coalition,21314962,68469600029,12.0,300.8,False,True,False,0.562984817894585,14.112152768557598,3212.27877530347,Zambia,True,False,Yes,Fully costed,Mitigation only,2025.0,https://unfccc.int/sites/default/files/2025-03/Provisional%20NDC%20Submission_Zambia_Revised%20and%20Updated_NDC_100325.pdf #,,25.045372349169817,10.733731006787064,0.0,35.77910335595688,0.7000000000000001,
Albania,ALB,Rest of World,2791756,36171005594,4.4,307.9,False,False,True,1.5760689687780738,110.28900806517476,12956.363519591254,Albania,True,False,No,No needs quantified,,2021.0,https://unfccc.int/sites/default/files/2022-08/Albania%20Revised%20NDC.pdf,,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,BIH,Rest of World,3164256,47069138435,19.4,1043.5,False,False,True,6.130983081014937,329.77736314634467,14875.262442419324,Bosnia and Herzegovina,True,False,Yes,Partially costed,Mitigation only,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20BiH_November%202020%20FINAL%20DRAFT%2005%20Nov%20ENG%20LR.pdf ,,0.0,0.0,6.067651212209228,6.067651212209228,0.0,
Botswana,BWA,Rest of World,2521145,39293967463,7.5,184.3,False,False,True,2.974838813316965,73.10170577257556,15585.762605086182,Botswana,True,False,Yes,Fully costed,Both mitigation and adaptation,2024.0,https://unfccc.int/sites/default/files/2024-12/BOTSWANA_NDC_2%20REPORT.pdf ,2.4287378554683143,2.6954979294779227,0.8984993098259741,2.4289476671990413,6.0229449065029375,0.4475382012157557,1.0869529710609014
Brazil,BRA,Rest of World,211998565,3187412907763,483.0,18198.7,True,False,True,2.278317308421404,85.84350559165341,15035.068316443558,Brazil,True,False,Yes,Partially costed,Adaptation only,2024.0,https://unfccc.int/sites/default/files/2024-11/Brazil_Second%20Nationally%20Determined%20Contribution%20%28NDC%29_November2024.pdf,,0.0,0.0,11.336914285714286,11.336914285714286,0.0,
Colombia,COL,Rest of World,52886360,742716953392,92.7,3802.0,False,False,True,1.7528149035025289,71.88999205088042,14043.63910452525,Colombia,True,False,Yes,Fully costed,Adaptation only,2025.0,https://unfccc.int/sites/default/files/2025-09/NDC%203.0%20Declarativa%20Colombia%20Transformaciones%20para%20la%20Vida%20V.25.09.2025%20Gob.%20Nacional.pdf,37.02629554259205,0.0,0.0,37.02629554259205,37.02629554259205,0.0,0.0
Gabon,GAB,Rest of World,2538953,36035291983,5.4,307.1,False,False,True,2.1268609541019465,120.95537018605701,14192.973238575114,Gabon,True,False,Yes,Partially costed,Mitigation only,2022.0,https://unfccc.int/sites/default/files/NDC/2022-07/20220706_Gabon_Updated%20NDC.pdf ,,0.0,0.0,1.002130289670841,1.002130289670841,0.0,
Kazakhstan,KAZ,Rest of World,20592574,503634062609,287.0,14937.4,False,False,True,13.937062943175535,725.3779930571088,24457.071884699795,Kazakhstan,True,False,Yes,Fully costed,Both mitigation and adaptation,2023.0,https://unfccc.int/sites/default/files/NDC/2023-06/12updated%20NDC%20KAZ_Gov%20Decree313_19042023_en_cover%20page.pdf,,121.469192963273,0.0,0.0,121.469192963273,1.0,
Malaysia,MYS,Rest of World,35557670,877584198429,290.2,7042.4,True,False,True,8.16138965235911,198.05572187378982,24680.587857106497,Malaysia,True,False,Yes,Fully costed,Adaptation only,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/Malaysia%20NDC%20Updated%20Submission%20to%20UNFCCC%20July%202021%20final.pdf,,0.0,0.0,0.0,0.0,,
Mexico,MEX,Rest of World,130861001,2033437602787,461.0,22015.9,False,False,True,3.5228218986342617,168.2388170024773,15538.912183523646,Mexico,True,False,Yes,Fully costed,Mitigation only,2022.0,https://unfccc.int/sites/default/files/NDC/2022-11/Mexico_NDC_UNFCCC_update2022_FINAL.pdf,,0.0,0.0,122.57345835384825,122.57345835384825,0.0,
Montenegro,MNE,Rest of World,638481,12774399882,2.4,122.1,False,False,True,3.758921565402886,191.23513463987183,20007.486333970784,Montenegro,True,False,Yes,Fully costed,Mitigation only,2025.0,https://unfccc.int/sites/default/files/2025-02/001_eng_NDC_Montenegro.pdf,,0.0,1.6357297188229278,0.0,1.6357297188229278,0.0,
Serbia,SRB,Rest of World,6736217,116834638171,42.0,2924.9,True,False,True,6.23495353549329,434.2051332372458,17344.250960294183,Serbia,True,False,No,No needs quantified,,2025.0,https://unfccc.int/sites/default/files/2025-09/NDC3%20of%20the%20Republic%20of%20Serbia.pdf,,0.0,0.0,0.0,0.0,,
South Africa,ZAF,Rest of World,64007187,723559323969,439.8,22827.0,True,False,True,6.871103396560764,356.6318263603742,11304.344994398833,South Africa,True,False,Yes,Fully costed,Both mitigation and adaptation,2021.0,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Africa%20updated%20first%20NDC%20September%202021.pdf,114.1518696512529,0.0,0.0,165.8776850992946,165.8776850992946,0.0,0.0
Thailand,THA,Rest of World,71668010,1124143758569,267.8,8308.3,False,False,True,3.7366741451311403,115.92759447346171,15685.43285308187,Thailand,True,False,No,No needs quantified,,2022.0,https://unfccc.int/sites/default/files/NDC/2022-11/Thailand%202nd%20Updated%20NDC.pdf,,0.0,0.0,0.0,0.0,,
