country,iso3,original_bloc,population_2024,gdp_2022_ppp_2011_intl_usd,co2_2024_mt,cumulative_co2_through_2024_mt,loan_eligible,member_74_country_ldc_aosis_coalition,member_20_country_selected_coalition,co2_per_capita_2024_t,cumulative_co2_per_capita_t,gdp_per_capita_2022_ppp_2011_intl_usd
Nigeria,NGA,Rest of World,232679482,1134448580250,135.8,4710.8,False,False,False,0.5836354750007566,20.245876256506364,4875.584948439931
Niue,NIU,Rest of World,1841,,0.0,0.3,False,False,False,0.0,162.95491580662684,
North Korea,PRK,Rest of World,26498832,40488847458,62.6,5492.7,False,False,False,2.362368273439373,207.2808341137451,1527.948381196575
North Macedonia,MKD,Rest of World,1823011,28770256385,6.6,538.0,False,False,False,3.6203840788673243,295.1161567319122,15781.723963815906
Norway,NOR,Rest of World,5576656,482328451592,37.2,2787.3,False,False,False,6.6706642833985095,499.8156601375448,86490.62298122745
Oman,OMN,Rest of World,5281542,177355008173,82.7,1673.4,False,False,False,15.658305850829171,316.8392867083136,33580.15673699082
Pakistan,PAK,Rest of World,251269160,1318834969356,179.8,5739.8,False,False,False,0.7155673223088739,22.843233128968155,5248.6941467707375
Palestine,PSE,Rest of World,5495447,24076501614,4.8,78.0,False,False,False,0.8734503307920175,14.193567875370285,4381.172562304759
Panama,PAN,Rest of World,4515576,94762119668,12.7,360.5,False,False,False,2.81248726629781,79.83477633861106,20985.6106215464
Paraguay,PRY,Rest of World,6929152,65127634644,7.9,208.5,False,False,False,1.1401106513466583,30.090262127313704,9399.077209447853
Peru,PER,Rest of World,34217850,341677633395,70.2,2161.8,False,False,False,2.051560808174681,63.17755206712286,9985.362417422486
Philippines,PHL,Rest of World,115843663,1014811024029,174.9,3983.6,False,False,False,1.5097934187388393,34.38772477351653,8760.177274686142
Qatar,QAT,Rest of World,3048429,381778107010,125.8,2590.9,False,False,False,41.26715760806632,849.9131847912482,125237.65749833766
Russia,RUS,Rest of World,144820421,3731440829579,1780.5,122808.2,False,False,False,12.294536831929248,848.0033351097633,25765.985237530833
Saint Helena,SHN,Rest of World,5262,,0.0,0.4,False,False,False,0.0,76.01672367920942,
Saint Pierre and Miquelon,SPM,Rest of World,5652,,0.1,3.9,False,False,False,17.692852087756545,690.0212314225053,
San Marino,SMR,Rest of World,33606,,,,False,False,False,,,
Saudi Arabia,SAU,Rest of World,33962751,1823886192336,692.1,19020.3,False,False,False,20.378207878390064,560.0341385772902,53702.545837232086
Serbia,SRB,Rest of World,6736217,116834638171,42.0,2924.9,True,False,True,6.23495353549329,434.2051332372458,17344.250960294183
Singapore,SGP,Rest of World,5832387,461801118473,53.9,2247.7,False,False,False,9.241499235218788,385.38252005568216,79178.751079618
Sint Maarten (Dutch part),SXM,Rest of World,43372,,0.7,62.2,False,False,False,16.139444803098772,1434.1049525039195,
